,Review ID,Business ID,Review,Rating
218,sOxuSrYsMOcVA9jCaNYJWw,t9m2CumYaktkVO1hs_I4Jw,"Covid safe indoor out door seating - had the chili an a hot tottys was very tasty- the nachos where disappointing not much on them. 

Cozy place  friendly...",3
219,L7JyhDXOLOHme8yjdKD0_g,D2qV8sDdHEFlHbVz7VSHRQ,Ventured down to Soho to check out Black Tap! Since space is limited due to covid its best to go right when it opens. Tables are limited to I believe 75...,5
220,-xOH64CPE3-17ALSj03nqQ,D2qV8sDdHEFlHbVz7VSHRQ,This lovely place is up and running. They require mask and provide sanitizer upon entry & exiting. I tried their cookies and cream milkshake. I thought it...,4
221,RybmBo5wUkR4YeBwKbkIbg,D2qV8sDdHEFlHbVz7VSHRQ,"2017 
We all got to pick a place to go when we visited NY, this was my husbands.  I am so glad he picked this place. When we walked up there was a line to...",5
222,zdJQEDk1wOTOx1-kOaW--Q,bpjDo7svAFD10eszaOPQHw,"Order:
- Moscow Mule (3/5)
- Crispy Chicken & Waffles (4/5)

Pros:
- Large indoor dining area with very spaces out tables 
- TVs everywhere showing...",4
223,H6F6WLYGgwlpN8eHa4hh2g,bpjDo7svAFD10eszaOPQHw,"T.H., A.L., and I wandered in for post-dinner drinks a few weekends ago and weren't disappointed by the selection, the service, or the hours.  Being late,...",4
224,SsaUsNM1wHhG2od0YxmyjQ,bpjDo7svAFD10eszaOPQHw,"This place has amazing staff, beer and atmosphere. The staff here are insanely nice and very quick. I love how there's several televisions all around for...",4
225,5M37cWTqgc-2hcw0nGkeew,Z65cd3Z7JvwK8TnSVg-cfA,"Cute sports bar with a fantastic tap list and interesting atmosphere.

I came here just for the beer while my wife did a bunch of fabric shopping in the...",5
226,tG6L7o1ScWOPQU5dEAZQGQ,Z65cd3Z7JvwK8TnSVg-cfA,"Simple menu, but each item delicious and inexpensive. Grilled cheese and tomato soup, comfort food perfection. The roasted chicken perfectly cooked,...",4
227,rLyGGblhi4NanExml3471A,Z65cd3Z7JvwK8TnSVg-cfA,"Insane amount of beers available at this understandably busy bar steps away for Times Square. 

The place has a gazillion of tv screens to watch your...",4
228,KF5S_FwJcyyoIGo19Fbn5w,pNYcGGAj4AYaExlmrEmfUw,I visited Harry's last weekend. I ordered 2 Bloody Mary drinks and a shrimp caesar salad. The food was tasty. It is important to note that the restaurant...,4
229,-FQk3KvGf6mdHcANjRoAGA,pNYcGGAj4AYaExlmrEmfUw,Indoor seating has finally opened up and we were fortunate to land a reservation to celebrate my niece's 25th Bday.  The health & safety precautions are top...,5
230,PpEhLVubw3CzXi9kIwKVAg,pNYcGGAj4AYaExlmrEmfUw,Went here on Thanksgiving and had a great time. They were serving a special 4-course menu that evening and all the courses were great. We started with...,4
231,DZ-OBmIGns7TuWHTK6us2w,SBLoGGk936tFHg0gYSZ-ow,"One of the best spots in the city if you enjoy watching sports with excellent food and service.
I've been patronizing joints in NYC my whole life and this...",5
232,ZShI7Izw9EYLgJeQYbcPYQ,SBLoGGk936tFHg0gYSZ-ow,"My husband and I live two blocks away, and we love Kent Ale House. Their outdoor seating provides great views of the Manhattan skyline, and their food is...",5
233,og48W-b3oVtvvOMumaGTqA,SBLoGGk936tFHg0gYSZ-ow,"This place is the best! Great outdoor seating with awesome views. The staff was so friendly to my large dog, getting him water and ice immediately on a hot...",5
234,to1tw59EMK2Yn3AXB_BaVA,NT2mKx3_kxO9tpjeP2Sv6Q,"Love this place! The vibes here are awesome for a fun bottomless brunch. We had to
Wait a little to get seated despite making a res but the staff are super...",5
235,mUD4B7jJhWEEOloJgaeoPA,NT2mKx3_kxO9tpjeP2Sv6Q,I've missed bottomless brunch in the city so much and wanted to try out a new place. My friend recommended The Malt House so I figured I'd give it a shot. I...,5
236,xpnEaIpfq0o7pKDK5COWVw,NT2mKx3_kxO9tpjeP2Sv6Q,Found myself at The Malt House to celebrate my friends birthday over bottomless drinks and brunch. I found out about this spot through social media and was...,4
237,7bSzE0fE23mB7nkEzFwh_g,DpZBA0-f7Um9lvnp1zZM2A,Beer and cheese.. how can anyone say no?! Small pub styled hangout spot in East Harlem. It's hard to find a consistently yummy place in this neighborhood....,5
238,mR4cS8Bsz39Fpc_qnw-MFw,DpZBA0-f7Um9lvnp1zZM2A,"I had such a great time playing Jenga and enjoying AMAZING food pre-pandemic days... Although we're not in an eat-in kind of situation anymore, their food...",5
239,lf5sFtBePOwxyShAlro4Vw,DpZBA0-f7Um9lvnp1zZM2A,"I found this review in my drafts, but I definitely intend on leaving the review!

I lived on the UES for a summer a couple years ago and really loved this...",5
240,dVnUr0FWMOHKHL-_2PgA9g,K2fPgVQF2Ao04sdc5ajN8w,"Review During Covid
Decent little outdoor place that gets busy on weekends. Great for cheap simple drinks, or while you're waiting for food/reservation at a...",4
241,2yUpMoIg3CnzbaqmGvvHaw,K2fPgVQF2Ao04sdc5ajN8w,"Cheap drinks. Solid music. Chill crowds. An absolute dive (in the best possible way).

Definitely pop by here if you're over this way in Bushwick.",5
242,r2y8zHkBT9PZybP7EJpMXg,K2fPgVQF2Ao04sdc5ajN8w,"Bar tender was rude to me as I asked for drinks. He didn't even come to my table, he stood 20 feet away from me so I told him my order and he said ""You...",1
243,xoFZ9K9Ww8A1Owrp_KngaA,pC92jJr2d1VrxGKRNPPERA,"Best neighborhood bar. Not a dive where they intentionally try to make it grungy, no unnecessarily elaborate cocktails prepared by men wearing suspenders,...",5
244,FKcrwWKUJo7u1g8cA8qkEQ,pC92jJr2d1VrxGKRNPPERA,"It's not a good place to come in a car
If you're in L.A. then it's too damn far
But if you're a Liverpool fan (hope you are)
Then your spiritual home is...",5
245,NTqhMxhYG0mng8StYtpoyQ,pC92jJr2d1VrxGKRNPPERA,I can't recommend this place enough. 11th Street is a nice bar that is also...normal? When you come here they have nice cocktails and a lovely bunch  of...,5
246,LkJSjL5Douv3RAIzov3t-w,rvabT9eHrKFKgfNPrp69Zw,Dropped by with a friend for afternoon cocktails and fries on a Saturday. We sat on the back patio which was covered with a tent and also had hanging...,5
247,sBLzl_SoNUgBmg89aYnAOg,rvabT9eHrKFKgfNPrp69Zw,Stopped in to catch the Super Bowl in the backyard. The owner was gracious and attentive. In every great bar there's an Irishman called Danny with great...,5
248,bdt-L8qJLFo9UK5UP-4ODA,rvabT9eHrKFKgfNPrp69Zw,"Our lunchtime visit today at the Waylon was an absolute delight from start to finish.  The food is delicious and reasonably priced, the ambiance is unique...",5
249,wOI1HpWBF8G40xD2uSgobQ,EDFfoyXTsHPBW6mNWLVoig,My friend and I had a quick beer here before heading to dinner. We had our temps checked at the door and sat outside. The bartender was AMAZING. She came...,5
250,HwTgeHopAA60oVoazGgYUw,EDFfoyXTsHPBW6mNWLVoig,OMG where has this place been all my life? I came in yesterday with some friends for post brunch birthday drinks. We were lucky enough to score the booth up...,5
251,FGI376nV9G-I1DLkLNIYsg,EDFfoyXTsHPBW6mNWLVoig,"If you look up ""dive bar"" in the dictionary (or on Wikipedia for you civilized folk) you may see the 138 make a cameo appearance.

I'm normally not a fan of...",3
252,K1xJLfyjFtr2DM10x4SBAg,IPrNgaXjtEJrb8vWA3si1g,The bartender Sarah has loud keys attached to her hip when she walks around but otherwise she's the bomb - great knowledge of the beer selection and...,5
253,6JMnpr-79zkF8wc_XjZRdg,IPrNgaXjtEJrb8vWA3si1g,I was at another bar on this same street and left at closing time around 11pm (during the COVID curfew). I was walking to the train but noticed this place...,1
254,ThNIjlIGHbLc1nfWMz-N2w,IPrNgaXjtEJrb8vWA3si1g,Pretty typical dive bar with lots of tap options (varying sizes) and reasonable prices.,4
255,DWfxalXGv3at8PdR-KIJZQ,TDyu1-6XF7r1jc13j7nDNA,"i cant stress enough how this place is a must try place. their selections r mental fr. friendly service as always and ill be back soon c:

they have indoor...",5
256,hbc2kdGkWgtHSPrFns6-YA,TDyu1-6XF7r1jc13j7nDNA,"Amazing beer options in a variety of pours. Super affordable drinks. In addition to their drinks, the food is all so tasty. I've tried a burrata dish over a...",5
257,HfLfnUlmf8nSCvBjrsgAaw,TDyu1-6XF7r1jc13j7nDNA,"Cool place . I tried their house burger , so delish . It comes with potato wedges. Comfy food and comfy place to chill .",5
258,ERbGv_iFAIusYng_wkLqMw,bJdS98j_HTfyg-xUlu6V5A,"Such a cool vibe here, wait staff is great. Bartenders are great... great for groups. If you're in rush....wouldn't recommend as it's a comfortable laid...",5
259,jUiI0OzoWj-uL7nZPbBhwA,bJdS98j_HTfyg-xUlu6V5A,"This place is a traditional, typical, Amirican sports bar. A very nice local place. Their food is above average, good pub grub. Staff and management were...",4
260,MkZEApuRxthpy6umPjmOBg,bJdS98j_HTfyg-xUlu6V5A,"Decent sports bar that's half restaurant, half bar. They have drink specials, but the prices are mostly for crap beer and well drinks (HH beer prices...",3
261,2IrXdhP3fwgz5QC8zLIc7w,zzVeJukpmXchLTQQhxzQjQ,Haven't had blondies in so long! I am so happy to see they are still open and that Uber eats delivers to my apartment in Harlem. The wings are amazing as...,4
262,y6W7OGncXcYkiokmR_XjjQ,zzVeJukpmXchLTQQhxzQjQ,"We were able to snag 2 seats by the front door around 10:30 pm  (July 17th) and we both ordered 2 beers each (Bud and a bud light ) at $8 each , yeah I know...",5
263,AvavZBDe8NIFV5dETci11w,zzVeJukpmXchLTQQhxzQjQ,Ugh I miss the normal times.  I love Blondies.  I cannot say how much I love the wings and atmosphere.   Monday nights were a staple and can't wait for the...,5
264,K52ysKwdWAGNML4-SoClWw,zHqDuMznom7CLp2lqV8q0g,We came for brunch just at the right time on a Saturday and were able to get the last outdoor table that could seat five -- I definitely recommend calling...,4
265,TU7GAFUZJe66zlqk78TtUA,zHqDuMznom7CLp2lqV8q0g,"Came here during the pandemic and with my furbaby - waited for 40 minutes on the weekend for the outdoor seating area.

They have QR code menu and...",4
266,1vfZfm0kadXpeWKAfPfgVg,zHqDuMznom7CLp2lqV8q0g,Found this place by chance and it's so cute! It's the only place I've been to that takes your temperature before entering so it implies that they care about...,5
267,b9GQNtp3bkNpQ5JZllq11g,nm5rcWNmfevNXLNQAITi5w,Thoroughly enjoyed the donut grilled cheese here (although I was 4 drinks in so maybe this clouded my judgment). I honestly thought the combination of the...,4
268,uCVPyz8so9h53RbtGfReJw,nm5rcWNmfevNXLNQAITi5w,How did I not know this place existed if I run just a few blocks away almost everyday? The set up reminds me of outdoor seating in Miami infused with a beer...,5
269,CC9fdAZ3_YdFJjGwhNiQyw,nm5rcWNmfevNXLNQAITi5w,Was out doing some night photography when one of the fellas wanted to get something to drink. We walked over and heard the music playing and figured this is...,5
270,1M3jjcq2CWQE1vSMTKSWlw,CF4-nuTzsuBTg1Hxc2AcMg,"Typical bar, really friendly service!

Came here to listen to our friend's band. Looks like they host band nights on the weekend.

A house martini is over...",4
271,6oDG4yAvXNn6MuewZ1Yzeg,CF4-nuTzsuBTg1Hxc2AcMg,"You like taverns or dives this is the right spot, refreshing for the area, so if your looking for something cheap and no frills in the city this is the...",3
272,BS_48JVzTKeV1dRacCaSGg,CF4-nuTzsuBTg1Hxc2AcMg,So sad they got rid of their $5 lunch specials. They raised the price to 10 which matches any other lunch place in this area. Food is still really good...,3
273,na7TYAIeUuK9VphAcREFoQ,ZCfqAtpASbibf_YaU1rIpw,"I like the staff here a lot! Very friendly and fun! 

The beer selection is excellent and I enjoyed the party vibe that the other patrons bring. 

It's an...",4
274,m2biUMf9kqzkIbwCqiS0Kw,ZCfqAtpASbibf_YaU1rIpw,Reasonably priced food and reasonably priced drinks. Happy hour was great got there in time. The bar has games you can play with your table. This place is...,4
275,AMp_tKD995AJVFB1GVkOhQ,ZCfqAtpASbibf_YaU1rIpw,"Needed somewhere to watch the OSU/Michigan game the other day in the EV and the Grafton popped up. Sat at the bar, cool spot. Food was pretty damn good for...",4
276,6dtIAGJIVKl6soCOshd5eA,FeBktm4xEr1cB94fY4jCYg,"We had a lovely experience and I completely forgot to leave a review.
My husband and I came here as King and Queen and wouldn't have it any other way. The...",5
277,swt60p0AmM9ATTmqPzBq_g,FeBktm4xEr1cB94fY4jCYg,I went to three comedy shows on my last trip to NYC and this was my second favorite on acting but third favorite on topics and laugh-ability. The staff was...,3
278,rbe0yz6JP0EprgHiLyuoxA,FeBktm4xEr1cB94fY4jCYg,I want to preface by saying we had a great time at the show. The cast is outstanding and the show is a hoot. I loved it but I'm struggling with my...,2
279,r4MumwsG-1tZ7eS0dpbgwA,MKMx5TAmzXfjgLdXgu6FVQ,"Delicious food 
Always on point extra fresh and good comes hot. 
We live far from this great restaurant. 
Delivery fast 
High end food",5
280,Swqs5Oq7sAFJiaZdYhsFHw,MKMx5TAmzXfjgLdXgu6FVQ,I can think of no better place than South Brooklyn Foundry to break our seven month drought of not dining out.  Staff are super friendly and all wearing...,5
281,Fv4d8AJ00BQm0jlUiVOJUw,MKMx5TAmzXfjgLdXgu6FVQ,I loved this spot! The service was amazing. We were seated right away and our waitress was super nice and funny. She checked on us multiple times to make...,5
282,uzSFfO3OrDzuNsmf9V2YxA,QbIwccP-ycbVxwSt-LySFw,"Apple Crisp For Two 
homemade warm apple tart topped with vanilla bean ice cream  this dessert was delicious !! The perfect combination of warmth and...",5
283,yiqiPwPwroTRF9YPWndmwQ,QbIwccP-ycbVxwSt-LySFw,"Really enjoy the vibe here, such a cool lounge. My BF is a huge cigar  aficionado and really enjoys the ambience  here. The service is great and drink and...",4
284,MgCGgU7TaQTC39LlLhVU1g,QbIwccP-ycbVxwSt-LySFw,"Surprisingly good food for cigar bar, good selection of cigars and drinks.",4
285,NeOblGjRF2rE4yrn4w9xsA,7szsAtxOkGJ2ady3Qx7v4w,This is the best neighborhood bar! Megan is the best and she is definitely a neighborhood staple-I hope they never lose such an amazing person! I'm so glad...,5
286,Js470jUs0t3j2pG-JnM8PA,7szsAtxOkGJ2ady3Qx7v4w,COVID REVIEW - Starting stopping by for happy hours during Covid and the Hideaway is a warm break back to normalcy! Looks like a limited menu but still...,4
287,u-Jd6AGaEoYcRiZ8lqmpWQ,7szsAtxOkGJ2ady3Qx7v4w,"The Hideaway Seaport is a solid place to visit in Seaport. American classics like truffle fries, loaded fries, flatbreads, etc. 

The waitress was really...",4
288,MlDqhrdU2Ny7xKpYpXBIwA,2_oy2iBeT0Rg-oz4f0GF1A,"The Jeffrey, pre-covid and during (and I'm sure after), has always been a gem I try to keep secret on the UES, but I can't resist sharing why I love this...",5
289,NkBsp9enfbIyUTTDSStHbg,2_oy2iBeT0Rg-oz4f0GF1A,This is one of my favorite bars in the neighborhood. They have an excellent selection of craft beers. They often have beers that are harder to find in NYC...,5
290,lhXy4vyp3YjdONybXY0FVA,2_oy2iBeT0Rg-oz4f0GF1A,"I've already reviewed this place a couple times, but here I am again. The Jeffrey has been open & innovating since day 1 of the pandemic. Definitely give...",5
291,AIR88zM1Bi69ziDAf--8bQ,L9GlASdPU4rZEc3FWCsE8Q,"Food: 5/5
We got an order of Krazy Kate's Wings, the Chicken Tenders & Waffle Fries.

All of the food was excellent, I definitely recommend getting the...",5
292,rHdb8tvRG47yiHHKDiDizg,L9GlASdPU4rZEc3FWCsE8Q,This place is so happening B even when covid hits this place is the spot to be at. Excellent service and great food. Must go and enjoy,5
293,SH7q5Y1kAfem2N37h93a_A,L9GlASdPU4rZEc3FWCsE8Q,"Neighborhood type bar serving typical bar type food, but the food is done relatively well. They are particularly proud of their cheesesteak. I guess the...",4
294,KD93c_RPSQkTMcdHVk6O0Q,zHh6ioC3tSXBFhXXuXrL8A,"Great beer spot! My bf and I love trying craft beer spots and we were up on the west side and came across this place.

Lots of outdoor seating and a...",5
295,nlgkRoP_oRtv0Yk1hWI0fw,zHh6ioC3tSXBFhXXuXrL8A,The best burgers and selection of beer on the UWS! Called and ordered a burger and picked out a beer when I picked it up!,5
296,x_FMA6m9Eyyv7fP0n4-a6w,zHh6ioC3tSXBFhXXuXrL8A,Just a regular beer serving bar. I wouldn't say there's anything special here. Maybe it's a good place to gather with friends if you don't really care about...,3
297,nyrMbuVFXzTfhZytC99eSA,fEig4z0y_qCMRLvW7HRuqA,My friends and I were looking for a bar to hang out at and they were gracious enough to take us in even though they were just an hour out from closing....,5
298,Kg6Oh08ZMLwUN4jsKMk9DQ,fEig4z0y_qCMRLvW7HRuqA,"We got married at Harding's in 2017 and have been returning ever since, and have not missed our anniversary or V-day here yet. We weren't sure we'd be able...",5
299,Hh5wHT_I6h2lLUUFC5s1xg,fEig4z0y_qCMRLvW7HRuqA,"Great service (thank you Bradley!) and extremely accommodating, since 2 of us arrived 1/2 hour early for our reservation, and 2 of us came 1/2 hour late!...",4
300,qL5R6BP_ODfYsLIhupN5hw,-egltOQhAdo1kWlPSJfmvA,"Hidden deep under Chelsea Market with only an ""Open"" sign out front to identify it, you really have to know where your going, or you have to be dumb...",4
301,4RRRBrkCMZNZ3JxVnaAcXg,-egltOQhAdo1kWlPSJfmvA,This place can be a little tricky to find as it's outside the Chelsea Market but you actually have to go down a flight of stairs on the side to get...,3
302,K_Mpy5c6fKcapXkFFEPfWg,-egltOQhAdo1kWlPSJfmvA,"A bar in Chelsea market - sounds strange, right? But actually The Tippler is quite a fun watering hole that is hidden away in the otherwise toursity and...",4
303,ZxzK7UHdjO8xJX_Dxwlf9Q,_LJFf9YqpYxvExTvVxb7Rw,Lives up to the hype. Took the Mrs. here for a special occasion type dinner and it ended up as probably the best meal we had in 10 years living in NYC. Go...,5
304,OCSgrbEMtAKhDVHcu1KcjA,_LJFf9YqpYxvExTvVxb7Rw,"Another Michelin experience for the books! I was here for their prix fixe menu in the dining room. The entrance, the decor, and the overall presence were so...",4
305,WJmnnGze1GWemGwtdQGdbg,_LJFf9YqpYxvExTvVxb7Rw,"Make a reservation to enjoy the high ceilings and big window. We had the tasting menu, loved every single one. Duck was nicely done with citrus port...",5
306,CgLGD_ztsPie_bNS4Th0UA,HQSifWLNBh_LgMqronwAYA,Best dive bar. It may be about the cheapest bar in the city. Nancy Whiskey Pub is a longtime favorite. Lots of names are scribbled on the walls everywhere....,4
307,TF_ivk2dmZ2pw5a-D7xykw,HQSifWLNBh_LgMqronwAYA,Sad lol I hope the woman behind the bar has a better day because when I stopped in this afternoon she seemed to REALLY be going thru it. #thoughtsandprayers,1
308,LeNu6k8ZJRGp3iOLJ5FCLw,HQSifWLNBh_LgMqronwAYA,"In town on business and was tired from a long day of travel and meetings.  Just wanted an easy play to go and was not in the need for ""fancy"".  Read good...",5
309,H4wwNAMeunODsfq44g0B5Q,1gk8TCOubwKmGJZWxVRmQQ,"Great neighborhood beer and wine bar. Lots of booths, a good jukebox, solid burgers, great bartenders. I haven't been since COVID started, but I encourage...",5
310,pZwmYdybexw8MxZBcLEq1w,1gk8TCOubwKmGJZWxVRmQQ,"Onderdonk & Sons is so fantastic, I wish I could hang here every single day. The look of this place is really nice. Every single thing I bought came out in...",5
311,T70OKfWgouezjPIsYd_tQQ,1gk8TCOubwKmGJZWxVRmQQ,My friend and I ordered cheese burgers and fries Togo. The burgers were seasoned well and the ingredients tasted fresh! Would definitely order again!,4
312,znnaIBceYtQN3yPg9kMtQg,XGGPcefzPWq38POAYICLmw,My husband and our friends had literally the best time here tonight. We are pretty subpar singers but the whole bar was supportive. Even the shyest of our...,5
313,IozUayqmm_oHrnzq1BpfrQ,XGGPcefzPWq38POAYICLmw,"So. Much. Fun.

It's about the size of a postage stamp, but once you finally get comfortable in the minuscule karaoke bar, you'll find yourself surrounded...",5
314,DA7QvRbsDOnfsHvAuoYhPw,XGGPcefzPWq38POAYICLmw,"So Overrated. 

Honestly have  never met a bouncer more rude. Never felt more like a second class citizen more.",1
315,xUvGtNuYeuvmT7g4gQP41g,10i1WmPDuDRqDEpqJDxmYA,This place has been a favorite of mine for years and I was so happy to see that they are open during COVID and handing the situation so responsibly and...,5
316,vH1p_u2PgjWtJVEQkrihiw,10i1WmPDuDRqDEpqJDxmYA,Great little hole in the wall bar! The cocktails here are pretty good and you've got pretty good options. The bar is dimly lit and very simple. Nothing...,4
317,SEuEIcxtroOssKHgHGbLtQ,10i1WmPDuDRqDEpqJDxmYA,"I am wondering how is it possible for a cocktail bar where drinks are $12 to be cash only? Perhaps for this reason alone, I shaved off a star.
A former...",3
318,G6nY6F8pUxl29ZRQcfEzBQ,hcxdYdqMiuFVPYza3DEkdQ,"Food was good, On time! I enjoyed eating this very tasty and fresh burger 
I will order it again",5
319,DCOFNZHstx8DZaP66hTPgA,hcxdYdqMiuFVPYza3DEkdQ,"I am impressed, Clara's was definitely remarkable. They have great selection of items with reasonable prices for what u get. Everything we bought was...",5
320,_XWC0bGA97AH4Fi3CrkQHA,hcxdYdqMiuFVPYza3DEkdQ,"I don't even drink but I decided to grab a sandwich from here, seeing as I live on the block. The Nashville Hot chicken sandwich is absolutely out of this...",4
321,x1y3iG2LV4Q-PoU2BZ5Mxg,bkIMbvXOcztDVz8bpyhMzQ,Cool bar! I went pre-covid and I loved the vibe there. The bar tender was nice and helped make suggestions on what to get. The only down side is that's it's...,5
322,g3k_59x0cwi7Xmnra45ikg,bkIMbvXOcztDVz8bpyhMzQ,"Came here for a quick bite to eat and wasn't disappointed. They make great cocktails, have a good selection of beers and delicious sandwiches. The indoor...",4
323,1ssx_3objhBO0ke4cKUUJw,bkIMbvXOcztDVz8bpyhMzQ,Favorite bar on the UWS. Not competition! It may be small and narrow but the drinks are full of flavor. The bar if filled with hidden treasures; like the...,5
324,f7KLIxf8cysLhtiv_-KyAA,giJ4S1Px5K9xi4maxWajsw,"Total Hidden Gem!!!!  The Food, The People, The Service, The Family Story...So Enjoyable!

Ok, so it may seem strange for a large Italian guy from Long...",5
325,lKmtLfy47_7QzL-UZG6_dw,giJ4S1Px5K9xi4maxWajsw,"They have a new phone number. (646) 791-8203
I was so happy to see McQuaids was open for take out and drinks! I enjoyed a lovely cocktail while waiting for...",5
326,lOIJSodfiDGPwT5HL9ltdA,giJ4S1Px5K9xi4maxWajsw,"Stumbled upon this place after searching for steakhouses and finding ""Robert's"" closed. The waitress was lovely but it would be nice to be told that...",3
327,98SMehwZ2h4h_Wt-J6GkaA,r-9F70oGda2KMUe-SvHVqA,I stopped by Tilila on a Saturday around 5pm during NYC recently indoor dining. We were greeted at the door and we sat indoors. The decor is so beautiful!...,5
328,1dEuvAfFL31uTLv2LgRhRg,r-9F70oGda2KMUe-SvHVqA,"This place is one of my all time favorite spots in the whole wide world. The live music, Adonis the bartender is such a cool guy, they are like a nightlife...",5
329,VV-3utJnaCMcQZeInMmDfA,r-9F70oGda2KMUe-SvHVqA,"Tilila Casa Publica & Cocina you are absolutely magnificent, I had a wonderful experience here today. Reasonably priced and quality. The most flavorsome...",5
330,mRSEeXntveA1Oabw38jrMA,iNJDjdm3C9pUTiEcSxOtCA,"This is a great dive bar.

The service is incredible. The bartenders are so awesome.
 
The price point is great and have options for everyone. This is cash...",4
331,Cvbq8_FURMRPFmWct4QRkA,iNJDjdm3C9pUTiEcSxOtCA,"Dive bar with reasonable pricing in NY.  Good, quick service and the happy hour was good. $4 for a 1/2 pint... $6 for pints (during happy hour.) and...",5
332,4Ix_v3RCH96XHrXjdgAqGQ,iNJDjdm3C9pUTiEcSxOtCA,"Solid happy hour with $6 drafts, and good drafts at it.

Friendly bartender. Cash only, which is meh.

A life-saving dive in an expensive, gentrified...",4
333,uI5gpm9YXDEejJh4vahJaA,F-AfJgFrxNbn49Mp4l7aXg,Went to hollow recently & OMG!!!! Best time ever considering Covid rules! They had masks ready for you along with handy dandy sanitizer upon arriving as...,5
334,jCxsBbkuESHmrdPlrfFqZA,F-AfJgFrxNbn49Mp4l7aXg,"Nickle is one of my favorite bars in Brooklyn, and hands down my favorite on Atlantic 

So many memories have taken place here over the years:

*Meeting new...",5
335,W6j64SN0484j35ofbiyA5w,F-AfJgFrxNbn49Mp4l7aXg,Was here on March 10 . My friend and I sat inside in the back by the door to the backyard. We ordered a beer each to accompany our food order. We ordered a...,4
336,AmbUs5e-AOcW_fvdQbZzcA,w5B0FmQoEOoeURoFuguh0w,"Best burgers in at least a hectare. 

Delivery is always fast and consistent. The wedges and other sides are on point. Never had a bad experience here. Go...",5
337,WXn98TgN1pygb5E2d235_A,w5B0FmQoEOoeURoFuguh0w,"I used to live in this Greenpoint neighborhood three years ago, and The Brew Inn was always a go-to favorite. We were in the area this weekend and made a...",5
338,x3iS-TbKFSVvhAq4OX1Hgw,w5B0FmQoEOoeURoFuguh0w,"I have only gotten delivery from The Brew Inn but it consistently fantastic. I usually get the kale salad with kielbasa, and I cannot believe how much...",5
339,nLep1LPrmulDO7Vp7P_eLw,oFDKXoHhSBQgDGjADLfQEg,"Went pre-COVID and post-COVID. Pre-covid just great vibes all around, all the beers are delicious and they have an efficient system to get drinks at the...",5
340,jjNMqFdMfD8V-hLZD28qEg,oFDKXoHhSBQgDGjADLfQEg,"This place is very covid friendly. You walk in and there is a sanitizing station right after getting your temperature checked. When you go into the bar, you...",5
341,-CH2Y8xrrFtHN6U7HQhpbQ,oFDKXoHhSBQgDGjADLfQEg,Nice big tables outside and the beers were really good! The flavors actually taste like how they are named. Had a great experience.,5
342,5Q-nTwGkBr4bOqmbwu6kzw,j7H5nYjKDb1GQ4zKJRuTlw,"Order:
- French dip (4/5)

Pros:
- Great selection of beers 
- Solid food menu with tasty food (surprisingly tasty for a pub) ~ definitely get some fries...",4
343,tkDXX0roGv4iwl4xjsi61Q,j7H5nYjKDb1GQ4zKJRuTlw,"As BIZARRE as this sounds - one of the best lobster bisque I've ever had was as a special here. Been here a few times, food has always been consistently...",4
344,lq819MPF0-_FylmQNHcAKA,j7H5nYjKDb1GQ4zKJRuTlw,"Came here for a quick lunch close to the office and was pleasantly surprised at the quality of food we were served. 

I had the lobster Mac n cheese with a...",4
345,SVdV7SnmTA5hjNI4vieS9Q,MyQV4i518ZO4CLudtR8gLA,Awesome date night spot! It was hopping on a Tuesday evening. They have both indoor and outdoor seating! Outdoor seating is covered but no heat lamps (that...,4
346,UvYgq6MMngk7gn3uKyndvw,MyQV4i518ZO4CLudtR8gLA,Cozy and friendly neighborhood bar with spacious indoor and outdoor seating and some very solid drinks and bites.  The shrimp tacos are a definitely must...,5
347,HbsBV9DKgaPzmWRciaXi5w,MyQV4i518ZO4CLudtR8gLA,Visited during COVID with indoor dining. The tables are socially distanced and the restaurant is incredibly spacious with plush upholstered booths. The...,5
348,HzLby6mSvPllI9TTFG4OIw,zvxUXRQOqzsyFiCKS09_JQ,Lowkey my favorite bar to grab a quick drink with friends!! Asked an employee at F21 what his favorite bar was in the area and he told me to come here. Been...,5
349,ff9YW4O96QfOtDCdw81jUQ,zvxUXRQOqzsyFiCKS09_JQ,Me and my fiancé went there and the setting was very nice but the waitress was so rude. I heard an Irish accent from when she spoke and I excitedly said...,3
350,gl3en9O4gatl2kNBBNHnoA,zvxUXRQOqzsyFiCKS09_JQ,This place has a pretty cool vibe to it. It's not for the bougie or bougie people who pretends to be a peasant like the rest of us (looking at you...,4
351,qL7Zf7jxs9G7Ok1XzD7wSg,LDwxXfapMw6xNbTF0YDFaQ,Top notch local pub/bar with the best veggie burger in Brooklny. For a good evening (or lunch) out for food & drinks with friends or fam if you dont want...,5
352,JWBKMU-13VQrDaB0LQujew,LDwxXfapMw6xNbTF0YDFaQ,"They have excellent food and great ambiance -- I highly recommend going in person -- not sure of covid restrictions. That being said, we ordered tonight two...",4
353,fFFno8VJ3NJXsvpg8n1VgA,LDwxXfapMw6xNbTF0YDFaQ,"This has recently become one of my favorite spots. They also play oldies, which I love! I wanted to stay longer just for the music. My boyfriend liked his...",5
354,B_bKZH8QbSo81YJ6NwT2yA,FCqKzOUM6DAxjU_xkXdhzg,"Ordered delivery from here and it was awesome. We all got burgers and they came perfectly done, juicy and just delicious . The burger isn't super thick, but...",5
